200000,000000
200121,000000
200273,000000
200280,000000
200281,000000
200287,000000
200289,000000
200290,000000
200299,000000
200316,000000
200333,000000
200337,000000
200350,000000
200351,000000
200366,000000
200367,000000
200368,000000
200369,000000
200370,000000
200371,000000
200372,000000
200373,000000
200374,000000
200375,000000
200376,000000
200377,000000
200378,000000
200379,000000
200381,000000
200382,000000
200383,000000
200384,000000
200385,000000
200386,000000
200387,000000
200388,000000
200389,000000
200390,000000
200391,000000
200392,000000
200394,000000
200395,000000
200396,000000
200397,000000
200398,000000
200399,000000
200400,000000
200401,000000
200402,000000
200403,000000
200404,000000
200405,000000
200406,000000
200407,000000
200408,000000
200409,000000
200410,000000
200411,000000
200412,000000
200413,000000
200414,000000
200415,000000
200416,000000
200417,000000
200418,000000
200419,000000
200420,000000
200421,000000
200422,000000
200423,000000
200424,000000
200425,000000
200426,000000
200427,000000
200428,000000
200429,000000
200430,000000
200431,000000
200432,000000
200433,000000
200434,000000
200435,000000
200436,000000
200437,000000
200438,000000
200439,000000
200440,000000
200441,000000
200442,000000
200443,000000
200445,000000
200446,000000
200447,000000
200448,000000
200449,000000
200450,000000
200451,000000
200452,000000
200453,000000
200454,000000
200455,000000
200456,000000
200457,000000
200458,000000
200459,000000
200460,000000
200461,000000
200462,000000
200463,000000
200464,000000
200465,000000
200466,000000
200467,000000
200468,000000
200469,000000
200470,000000
200471,000000
200472,000000
200473,000000
200474,000000
200475,000000
200476,000000
200477,000000
200478,000000
200479,000000
200480,000000
200481,000000
200482,000000
200483,000000
200484,000000
200485,000000
200486,000000
200487,000000
200488,000000
200489,000000
200490,000000
200491,000000
200492,000000
200493,000000
200494,000000
200495,000000
200496,000000
200497,000000
200498,000000
200499,000000
200500,000000
200501,000000
200502,000000
200503,000000
200504,000000
200505,000000
200506,000000
200507,000000
200508,000000
200509,000000
200510,000000
200511,000000
200512,000000
200513,000000
200514,000000
200515,000000
200516,000000
200517,000000
200518,000000
200519,000000
200520,000000
200521,000000
200522,000000
200523,000000
200524,000000
200525,000000
200526,000000
200527,000000
200528,000000
200529,000000
200530,000000
200532,000000
200533,000000
200534,000000
200535,000000
200536,000000
200537,000000
200538,000000
200539,000000
200540,000000
200541,000000
200542,000000
200543,000000
200544,000000
200545,000000
200546,000000
200547,000000
200548,000000
200549,000000
200550,000000
200551,000000
200552,000000
200553,000000
200554,000000
200555,000000
200556,000000
200557,000000
200558,000000
200559,000000
200560,000000
200561,000000
200562,000000
200563,000000
200564,000000
200565,000000
200566,000000
200567,000000
200568,000000
200569,000000
200570,000000
200571,000000
200572,000000
200573,000000
200574,000000
200575,000000
200576,000000
200577,000000
200578,000000
200579,000000
200580,000000
200581,000000
200582,000000
200583,000000
200584,000000
200585,000000
200586,000000
200587,000000
200588,000000
200589,000000
200590,000000
200591,000000
200592,000000
200593,000000
200594,000000
200595,000000
200596,000000
200597,000000
200598,000000
200599,000000
200600,000000
200601,000000
200602,000000
200603,000000
200604,000000
200605,000000
200606,000000
200607,000000
200608,000000
200609,000000
200610,000000
200611,000000
200612,000000
200613,000000
200614,000000
200615,000000
200616,000000
200617,000000
200618,000000
200619,000000
200620,000000
200621,000000
200622,000000
200623,000000
200624,000000
200625,000000
200626,000000
200627,000000
200628,000000
200629,000000
200630,000000
200631,000000
200632,000000
200633,000000
200634,000000
200635,000000
200645,000000
200646,000000
200647,000000
200648,000000
200649,000000
200650,000000
200651,000000
200652,000000
200653,000000
200654,000000
200655,000000
200656,000000
200657,000000
200658,000000
200659,000000
200660,000000
200661,000000
200662,000000
200663,000000
200664,000000
200665,000000
200666,000000
200667,000000
200668,000000
200669,000000
200670,000000
200671,000000
200673,000000
200674,000000
200675,000000
200676,000000
200677,000000
200678,000000
200679,000000
200680,000000
200681,000000
200682,000000
200683,000000
200684,000000
200685,000000
200686,000000
200687,000000
200688,000000
200689,000000
200690,000000
200692,000000
200693,000000
200694,000000
200695,000000
200696,000000
200697,000000
200698,000000
200699,000000
200700,000000
200701,000000
200702,000000
200703,000000
200704,000000
200705,000000
200706,000000
200707,000000
200708,000000
200709,000000
200710,000000
200711,000000
200712,000000
200713,000000
200714,000000
200718,000000
200719,000000
200720,000000
200721,000000
200722,000000
200723,000000
200724,000000
200725,000000
200726,000000
200727,000000
200728,000000
200729,000000
200730,000000
200731,000000
200732,000000
200733,000000
200734,000000
200735,000000
200736,000000
200737,000000
200738,000000
200739,000000
200740,000000
200741,000000
200742,000000
200743,000000
200744,000000
200745,000000
200746,000000
200747,000000
200748,000000
200749,000000
200751,000000
200752,000000
200753,000000
200754,000000
200755,000000
200756,000000
200789,000000
200865,000000
200868,000000
200872,000000
200882,000000
200883,000000
200884,000000
200885,000000
200887,000000
200888,000000
200889,000000
200890,000000
200892,000000
200893,000000
200896,000000
200897,000000
200899,000000
200901,000000
200905,000000
200906,000000
200907,000000
200908,000000
200910,000000
200912,000000
200914,000000
200916,000000
200917,000000
200918,000000
200919,000000
200922,000000
200923,000000
200930,000000
200931,000000
200932,000000
200933,000000
200936,000000
200937,000000
200938,000000
200939,000000
200941,000000
200942,000000
200943,000000
200945,000000
200946,000000
200950,000000
200959,000000
200964,000000
200965,000000
200966,000000
200967,000000
200969,000000
200971,000000
200972,000000
200973,000000
200974,000000
200975,000000
200976,000000
200978,000000
200979,000000
200983,000000
200984,000000
200987,000000
200988,000000
200989,000000
200990,000000
200991,000000
200992,000000
200993,000000
200994,000000
200995,000000
200996,000000
200997,000000
200999,000000
201001,000000
201002,000000
201003,000000
201004,000000
201007,000000
201008,000000
201009,000000
201012,000000
201013,000000
201014,000000
201016,000000
201017,000000
201018,000000
201019,000000
201020,000000
201022,000000
201025,000000
201026,000000
201027,000000
201034,000000
201035,000000
201036,000000
201046,000000
201047,000000
201048,000000
201055,000000
201056,000000
201061,000000
201062,000000
201063,000000
201064,000000
201065,000000
201066,000000
201070,000000
201071,000000
201072,000000
201075,000000
201077,000000
201078,000000
201080,000000
201083,000000
201084,000000
201085,000000
201086,000000
201092,000000
201094,000000
201095,000000
201097,000000
201098,000000
201099,000000
201100,000000
201101,000000
201102,000000
201104,000000
201105,000000
201106,000000
201107,000000
201108,000000
201109,000000
201110,000000
201111,000000
201113,000000
201114,000000
201115,000000
201116,000000
201117,000000
201119,000000
201120,000000
201121,000000
201125,000000
201126,000000
201127,000000
201137,000000
201138,000000
201142,000000
201145,000000
201155,000000
201156,000000
201157,000000
201166,000000
201167,000000
201172,000000
201173,000000
201182,000000
201183,000000
201184,000000
201185,000000
201187,000000
201188,000000
201192,000000
201193,000000
201194,000000
201195,000000
201200,000000
201201,000000
201202,000000
201203,000000
201204,000000
201206,000000
201207,000000
201209,000000
201212,000000
201213,000000
201216,000000
201218,000000
201219,000000
